"Image File Name","Sample Name/Number","Species Name","annotation_id","annotator","choice","cosine_distance","created_at","id","lead_time","updated_at","url"
"1_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-163.PNG","Q-G9-KaFu-vii1-7_3","Kageronia_fuscogrisea",656,"1","Bubbles",0.7857447107054013,"2024-04-26T06:20:13.907606Z",271707,4.732,"2024-04-26T06:20:13.907606Z","http://localhost:5000/1_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-163.PNG"
"1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-407.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",657,"1","Bubbles",0.7624348747380504,"2024-04-26T06:20:16.065401Z",271708,1.907,"2024-04-26T06:20:16.065401Z","http://localhost:5000/1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-407.PNG"
"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-143.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",658,"1","Bubbles",0.7435872859259263,"2024-04-26T06:20:18.350371Z",271709,2.061,"2024-04-26T06:20:18.350371Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-143.PNG"
"2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-37-940.PNG","Q-G9-KaFu-vii1-7_3","Kageronia_fuscogrisea",659,"1","Bubbles",0.7104170555343057,"2024-04-26T06:20:20.062513Z",271710,1.479,"2024-04-26T06:20:20.062513Z","http://localhost:5000/2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-37-940.PNG"
"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-089.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",660,"1","Bubbles",0.7086877404330063,"2024-04-26T06:20:21.162307Z",271711,0.875,"2024-04-26T06:20:21.162307Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-089.PNG"
"2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-616.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",661,"1","Bubbles",0.7058004639966496,"2024-04-26T06:20:23.125629Z",271712,1.738,"2024-04-26T06:20:23.125629Z","http://localhost:5000/2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-616.PNG"
"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-464.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",662,"1","Bubbles",0.699004724621409,"2024-04-26T06:20:25.472516Z",271713,2.106,"2024-04-26T06:20:25.472516Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-464.PNG"
"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-104.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",663,"1","Bubbles",0.6899429647993125,"2024-04-26T06:20:28.454749Z",271714,2.737,"2024-04-26T06:20:28.454749Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-104.PNG"
"2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-220.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",664,"1","Bubbles",0.6842569637202012,"2024-04-26T06:20:46.594730Z",271715,17.916,"2024-04-26T06:20:46.594730Z","http://localhost:5000/2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-220.PNG"
"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-193.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",665,"1","Bubbles",0.6576080566906453,"2024-04-26T06:20:47.641132Z",271716,0.813,"2024-04-26T06:20:47.641132Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-193.PNG"
"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-345.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",666,"1","Bubbles",0.6432429173744683,"2024-04-26T06:20:48.665272Z",271717,0.798,"2024-04-26T06:20:48.665272Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-345.PNG"
"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-451.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",667,"1","Bubbles",0.6355293319128024,"2024-04-26T06:20:49.601813Z",271718,0.719,"2024-04-26T06:20:49.601813Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-451.PNG"
"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-274.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",668,"1","Bubbles",0.618478249867968,"2024-04-26T06:20:50.624739Z",271719,0.796,"2024-04-26T06:20:50.624739Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-274.PNG"
"1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-717.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",669,"1","Bubbles",0.6117124215833756,"2024-04-26T06:20:51.640955Z",271720,0.738,"2024-04-26T06:20:51.640955Z","http://localhost:5000/1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-717.PNG"
"2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-307.PNG","Q-G9-KaFu-vii1-7_3","Kageronia_fuscogrisea",670,"1","Bubbles",0.5726223477566474,"2024-04-26T06:20:52.502437Z",271721,0.643,"2024-04-26T06:20:52.502437Z","http://localhost:5000/2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-307.PNG"
