"Image File Name","Sample Name/Number","Species Name","annotation_id","annotator","choice","cosine_distance","created_at","id","lead_time","updated_at","url"

"1_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-163.PNG","Q-G9-KaFu-vii1-7_3","Kageronia_fuscogrisea",110,"1","Remove",0.7857447107054013,"2024-04-16T06:54:35.267752Z",1,3.55,"2024-04-16T06:54:35.267752Z","http://localhost:5000/1_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-163.PNG"

"1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-407.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",112,"1","Remove",0.7624348747380504,"2024-04-16T06:57:10.813108Z",2,"","2024-04-16T06:57:10.813108Z","http://localhost:5000/1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-407.PNG"

"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-143.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",113,"1","Remove",0.7435872859259263,"2024-04-16T06:57:10.813108Z",3,"","2024-04-16T06:57:10.813108Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-143.PNG"

"2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-37-940.PNG","Q-G9-KaFu-vii1-7_3","Kageronia_fuscogrisea",114,"1","Remove",0.7104170555343057,"2024-04-16T06:57:10.814108Z",4,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-37-940.PNG"

"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-089.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",115,"1","Remove",0.7086877404330063,"2024-04-16T06:57:10.814108Z",5,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-089.PNG"

"2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-616.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",116,"1","Remove",0.7058004639966496,"2024-04-16T06:57:10.814108Z",6,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-616.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-464.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",117,"1","Remove",0.699004724621409,"2024-04-16T06:57:10.814108Z",7,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-464.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-104.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",118,"1","Remove",0.6899429647993125,"2024-04-16T06:57:10.814108Z",8,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-104.PNG"

"2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-220.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",119,"1","Remove",0.6842569637202012,"2024-04-16T06:57:10.814108Z",9,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-220.PNG"

"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-193.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",120,"1","Remove",0.6576080566906453,"2024-04-16T06:57:10.814108Z",10,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-193.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-345.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",121,"1","Remove",0.6432429173744683,"2024-04-16T06:57:10.814108Z",11,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-345.PNG"

"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-451.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",122,"1","Remove",0.6355293319128024,"2024-04-16T06:57:10.814108Z",12,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-451.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-274.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",123,"1","Remove",0.618478249867968,"2024-04-16T06:57:10.814108Z",13,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-274.PNG"

"1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-717.PNG","N-B9-OuTu-nie2-3_2","Oulimnius_tuberculatus",124,"1","Remove",0.6117124215833756,"2024-04-16T06:57:10.814108Z",14,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/1_N-B9-OuTu-nie2-3_2_2023_05_19-14-08-23-717.PNG"

"2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-307.PNG","Q-G9-KaFu-vii1-7_3","Kageronia_fuscogrisea",125,"1","Remove",0.5726223477566474,"2024-04-16T06:57:10.814108Z",15,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/2_Q-G9-KaFu-vii1-7_3_2023_05_23-14-45-38-307.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-010.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",126,"1","Remove",0.5656180719336709,"2024-04-16T06:57:10.814108Z",16,"","2024-04-16T06:57:10.814108Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-010.PNG"

"2_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-567.PNG","G-G10-ErOc-koy2-7_2","Erpobdella_octoculata",127,"1","Remove",0.5575235413369286,"2024-04-16T06:57:10.815108Z",17,"","2024-04-16T06:57:10.815108Z","http://localhost:5000/2_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-567.PNG"

"2_F-E1-EpVu-kak1-5_1_2023_05_11-15-57-34-465.PNG","F-E1-EpVu-kak1-5_1","Ephemera_vulgata",128,"1","Remove",0.545934940266916,"2024-04-16T06:57:10.815108Z",18,"","2024-04-16T06:57:10.815108Z","http://localhost:5000/2_F-E1-EpVu-kak1-5_1_2023_05_11-15-57-34-465.PNG"

"2_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-614.PNG","G-G10-ErOc-koy2-7_2","Erpobdella_octoculata",129,"1","Remove",0.5447406555018952,"2024-04-16T06:57:10.815108Z",19,"","2024-04-16T06:57:10.815108Z","http://localhost:5000/2_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-614.PNG"

"1_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-627.PNG","G-G10-ErOc-koy2-7_2","Erpobdella_octoculata",130,"1","Remove",0.5349768769014187,"2024-04-16T06:57:10.815108Z",20,"","2024-04-16T06:57:10.815108Z","http://localhost:5000/1_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-627.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-751.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",131,"1","Remove",0.5311315934704475,"2024-04-16T06:57:10.815108Z",21,"","2024-04-16T06:57:10.815108Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-751.PNG"

"1_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-579.PNG","G-G10-ErOc-koy2-7_2","Erpobdella_octoculata",138,"1","Remove",0.5046685831590125,"2024-04-16T06:57:10.815108Z",33,"","2024-04-16T06:57:10.815108Z","http://localhost:5000/1_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-579.PNG"

"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-332.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",141,"1","Remove",0.4910097696284079,"2024-04-16T06:57:10.816106Z",45,"","2024-04-16T06:57:10.816106Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-332.PNG"

"2_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-601.PNG","H-D1-RaBa-kaj1-1_5","Radix_balthica-labiata",150,"1","Remove",0.4799609897351624,"2024-04-16T06:57:10.816106Z",57,"","2024-04-16T06:57:10.816106Z","http://localhost:5000/2_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-601.PNG"

"2_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-672.PNG","H-D1-RaBa-kaj1-1_5","Radix_balthica-labiata",151,"1","Remove",0.4790666114977416,"2024-04-16T06:57:10.816106Z",58,"","2024-04-16T06:57:10.816106Z","http://localhost:5000/2_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-672.PNG"

"1_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-14-749.PNG","H-D1-RaBa-kaj1-1_5","Radix_balthica-labiata",152,"1","Remove",0.4782518820677872,"2024-04-16T06:57:10.816106Z",59,"","2024-04-16T06:57:10.816106Z","http://localhost:5000/1_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-14-749.PNG"

"1_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-532.PNG","G-G10-ErOc-koy2-7_2","Erpobdella_octoculata",160,"1","Remove",0.4688233289902004,"2024-04-16T06:57:10.817193Z",80,"","2024-04-16T06:57:10.817193Z","http://localhost:5000/1_G-G10-ErOc-koy2-7_2_2023_05_15-10-22-17-532.PNG"

"1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-701.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",161,"1","Remove",0.4672049787803294,"2024-04-16T06:57:10.817193Z",82,"","2024-04-16T06:57:10.817193Z","http://localhost:5000/1_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-701.PNG"

"2_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-743.PNG","H-D1-RaBa-kaj1-1_5","Radix_balthica-labiata",167,"1","Remove",0.4537557084127839,"2024-04-16T06:57:10.822227Z",106,"","2024-04-16T06:57:10.822227Z","http://localhost:5000/2_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-743.PNG"

"2_P-F11-EpVu-lop2-2_2_2023_05_23-09-42-17-325.PNG","P-F11-EpVu-lop2-2_2","Ephemera_vulgata",168,"1","Remove",0.4517697627466061,"2024-04-16T06:57:10.822227Z",110,"","2024-04-16T06:57:10.822227Z","http://localhost:5000/2_P-F11-EpVu-lop2-2_2_2023_05_23-09-42-17-325.PNG"

"2_P-F11-EpVu-lop2-2_1_2023_05_23-09-42-16-438.PNG","P-F11-EpVu-lop2-2_1","Ephemera_vulgata",169,"1","Remove",0.4512073142819538,"2024-04-16T06:57:10.822227Z",114,"","2024-04-16T06:57:10.822227Z","http://localhost:5000/2_P-F11-EpVu-lop2-2_1_2023_05_23-09-42-16-438.PNG"

"2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-713.PNG","G-D9-AsAq-koy2-13_2","Asellus_aquaticus",170,"1","Remove",0.4478310551710837,"2024-04-16T06:57:10.822227Z",126,"","2024-04-16T06:57:10.822227Z","http://localhost:5000/2_G-D9-AsAq-koy2-13_2_2023_05_12-11-37-50-713.PNG"

"1_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-755.PNG","H-D1-RaBa-kaj1-1_5","Radix_balthica-labiata",171,"1","Remove",0.4467518151950026,"2024-04-16T06:57:10.822227Z",127,"","2024-04-16T06:57:10.822227Z","http://localhost:5000/1_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-755.PNG"

"2_P-F11-EpVu-lop2-2_1_2023_05_23-09-42-13-186.PNG","P-F11-EpVu-lop2-2_1","Ephemera_vulgata",111,"1","Remove",0.4463377972759016,"2024-04-16T06:57:10.813108Z",128,"","2024-04-16T06:57:10.813108Z","http://localhost:5000/2_P-F11-EpVu-lop2-2_1_2023_05_23-09-42-13-186.PNG"

"1_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-614.PNG","H-D1-RaBa-kaj1-1_5","Radix_balthica-labiata",142,"1","Remove",0.4436488842136579,"2024-04-16T06:57:10.816106Z",136,"","2024-04-16T06:57:10.816106Z","http://localhost:5000/1_H-D1-RaBa-kaj1-1_5_2023_05_15-13-42-15-614.PNG"

